date,away.team,away.score,home.score,home.team,url
2014-09-13,Mississippi St.,35,3,South Alabama,http://sports.yahoo.com/ncaaf/mississippi-state-bulldogs-south-alabama-jaguars-201409132549/
2014-09-13,Army,0,35,Stanford,http://sports.yahoo.com/ncaaf/army-black-knights-stanford-cardinal-201409130063/
2014-09-13,W. Michigan,45,33,Idaho,http://sports.yahoo.com/ncaaf/western-michigan-broncos-idaho-vandals-201409130114/
2014-09-13,Southern Miss,12,52,Alabama,http://sports.yahoo.com/ncaaf/southern-miss-golden-eagles-alabama-crimson-tide-201409130073/
2014-09-13,East. Michigan,3,17,Old Dominion,http://sports.yahoo.com/ncaaf/eastern-michigan-eagles-old-dominion-monarchs-201409132371/
2014-09-13,UTSA,13,43,Oklahoma St.,http://sports.yahoo.com/ncaaf/utsa-roadrunners-oklahoma-state-cowboys-201409130025/
2014-09-13,Northern Illinois,48,34,UNLV,http://sports.yahoo.com/ncaaf/northern-illinois-huskies-unlv-rebels-201409130040/
2014-09-13,Wake Forest,24,36,Utah St.,http://sports.yahoo.com/ncaaf/wake-forest-demon-deacons-utah-state-aggies-201409130046/
2014-09-13,LA Monroe,0,31,LSU,http://sports.yahoo.com/ncaaf/louisiana-monroe-warhawks-lsu-tigers-201409130076/
2014-09-13,W. Kentucky,47,50,Middle Tenn. St.,http://sports.yahoo.com/ncaaf/western-kentucky-hilltoppers-middle-tennessee-blue-raiders-201409130152/
2014-09-13,Abilene Christian,38,35,Troy,http://sports.yahoo.com/ncaaf/abilene-christian-wildcats-troy-trojans-201409130222/
2014-09-13,Tulsa,21,50,Florida Atlantic,http://sports.yahoo.com/ncaaf/tulsa-golden-hurricane-florida-atlantic-owls-201409132294/
2014-09-13,Kentucky,30,36,Florida,http://sports.yahoo.com/ncaaf/kentucky-wildcats-florida-gators-201409130067/
2014-09-13,Purdue,14,30,Notre Dame,http://sports.yahoo.com/ncaaf/purdue-boilermakers-notre-dame-fighting-irish-201409130104/
2014-09-13,USC,31,37,Boston Coll.,http://sports.yahoo.com/ncaaf/usc-trojans-boston-college-eagles-201409130010/
2014-09-13,Penn St.,13,10,Rutgers,http://sports.yahoo.com/ncaaf/penn-state-nittany-lions-rutgers-scarlet-knights-201409130013/
2014-09-13,Tennessee,10,34,Oklahoma,http://sports.yahoo.com/ncaaf/tennessee-volunteers-oklahoma-sooners-201409130024/
2014-09-13,Portland St.,21,59,Washington St.,http://sports.yahoo.com/ncaaf/portland-state-vikings-washington-state-cougars-201409130066/
2014-09-13,UCLA,20,17,Texas,http://sports.yahoo.com/ncaaf/ucla-bruins-texas-longhorns-201409130083/
2014-09-13,N. Mex. St.,24,42,UTEP,http://sports.yahoo.com/ncaaf/new-mexico-state-aggies-utep-miners-201409130095/
2014-09-13,SE Louisiana,20,35,Tulane,http://sports.yahoo.com/ncaaf/southeastern-louisiana-lions-tulane-green-wave-201409130106/
2014-09-13,Navy,35,21,Texas St.,http://sports.yahoo.com/ncaaf/navy-midshipmen-texas-state-bobcats-201409130185/
2014-09-13,Rice,10,38,Texas A&M,http://sports.yahoo.com/ncaaf/rice-owls-texas-am-aggies-201409130084/
2014-09-13,Arizona St.,38,24,Colorado,http://sports.yahoo.com/ncaaf/arizona-state-sun-devils-colorado-buffaloes-201409130018/
2014-09-13,Nebraska,55,19,Fresno St.,http://sports.yahoo.com/ncaaf/nebraska-cornhuskers-fresno-state-bulldogs-201409130090/
2014-09-13,Nevada,28,35,Arizona,http://sports.yahoo.com/ncaaf/nevada-wolf-pack-arizona-wildcats-201409130057/
2014-09-13,Northern Iowa,24,27,Hawaii,http://sports.yahoo.com/ncaaf/uni-panthers-hawaii-rainbow-warriors-201409130091/
