date,away.team,away.score,home.score,home.team,url
2014-09-20,Army,21,24,Wake Forest,http://sports.yahoo.com/ncaaf/army-black-knights-wake-forest-demon-deacons-201409200009/
2014-09-20,Cent. Michigan,10,24,Kansas,http://sports.yahoo.com/ncaaf/central-michigan-chippewas-kansas-jayhawks-201409200020/
2014-09-20,Utah,26,10,Michigan,http://sports.yahoo.com/ncaaf/utah-utes-michigan-wolverines-201409200029/
2014-09-20,Florida,21,42,Alabama,http://sports.yahoo.com/ncaaf/florida-gators-alabama-crimson-tide-201409200073/
2014-09-20,Texas A&M,58,6,SMU,http://sports.yahoo.com/ncaaf/texas-am-aggies-smu-mustangs-201409200082/
2014-09-20,Virginia,33,41,BYU,http://sports.yahoo.com/ncaaf/virginia-cavaliers-byu-cougars-201409200088/
2014-09-20,N. Carolina,41,70,East Carolina,http://sports.yahoo.com/ncaaf/north-carolina-tar-heels-east-carolina-pirates-201409200099/
2014-09-20,Rutgers,31,24,Navy,http://sports.yahoo.com/ncaaf/rutgers-scarlet-knights-navy-midshipmen-201409200102/
2014-09-20,Nicholls,3,77,North Texas,http://sports.yahoo.com/ncaaf/nicholls-colonels-north-texas-mean-green-201409200182/
2014-09-20,Norfolk St.,7,36,Buffalo,http://sports.yahoo.com/ncaaf/norfolk-state-spartans-buffalo-bulls-201409200208/
2014-09-20,Louisville,34,3,Florida Intl.,http://sports.yahoo.com/ncaaf/louisville-cardinals-fiu-golden-panthers-201409202307/
2014-09-20,Indiana,31,27,Missouri,http://sports.yahoo.com/ncaaf/indiana-hoosiers-missouri-tigers-201409200022/
2014-09-20,Texas St.,35,42,Illinois,http://sports.yahoo.com/ncaaf/texas-state-bobcats-illinois-fighting-illini-201409200026/
2014-09-20,San Jose St.,7,24,Minnesota,http://sports.yahoo.com/ncaaf/san-jose-state-spartans-minnesota-golden-gophers-201409200031/
2014-09-20,UMass,7,48,Penn St.,http://sports.yahoo.com/ncaaf/massachusetts-minutemen-penn-state-nittany-lions-201409200034/
2014-09-20,Florida Atlantic,19,20,Wyoming,http://sports.yahoo.com/ncaaf/florida-atlantic-owls-wyoming-cowboys-201409200096/
2014-09-20,Presbyterian,0,42,N.C. State,http://sports.yahoo.com/ncaaf/presbyterian-blue-hose-north-carolina-state-wolfpack-201409200007/
2014-09-20,Georgia St.,14,45,Washington,http://sports.yahoo.com/ncaaf/georgia-state-panthers-washington-huskies-201409200065/
2014-09-20,Bethune-Cookman,7,41,UCF,http://sports.yahoo.com/ncaaf/bethune-cookman-wildcats-ucf-knights-201409200210/
2014-09-20,Utah St.,14,21,Arkansas St.,http://sports.yahoo.com/ncaaf/utah-state-aggies-arkansas-state-red-wolves-201409200037/
2014-09-20,N'western St.,30,27,Louisiana Tech,http://sports.yahoo.com/ncaaf/northwestern-state-demons-louisiana-tech-bulldogs-201409200038/
2014-09-20,Idaho,24,36,Ohio,http://sports.yahoo.com/ncaaf/idaho-vandals-ohio-bobcats-201409200054/
2014-09-20,Ball St.,23,34,Toledo,http://sports.yahoo.com/ncaaf/ball-state-cardinals-toledo-rockets-201409200055/
2014-09-20,Murray St.,14,45,W. Michigan,http://sports.yahoo.com/ncaaf/murray-state-racers-western-michigan-broncos-201409200056/
2014-09-20,Northern Illinois,14,52,Arkansas,http://sports.yahoo.com/ncaaf/northern-illinois-huskies-arkansas-razorbacks-201409200074/
2014-09-20,Mississippi St.,34,29,LSU,http://sports.yahoo.com/ncaaf/mississippi-state-bulldogs-lsu-tigers-201409200076/
2014-09-20,Miami (OH),24,31,Cincinnati,http://sports.yahoo.com/ncaaf/miami-oh-redhawks-cincinnati-bearcats-201409200098/
2014-09-20,Middle Tenn. St.,17,36,Memphis,http://sports.yahoo.com/ncaaf/middle-tennessee-blue-raiders-memphis-tigers-201409200101/
2014-09-20,Appalachian St.,20,21,Southern Miss,http://sports.yahoo.com/ncaaf/appalachian-state-mountaineers-southern-miss-golden-eagles-201409200105/
2014-09-20,Oklahoma,45,33,West Virginia,http://sports.yahoo.com/ncaaf/oklahoma-sooners-west-virginia-mountaineers-201409200017/
2014-09-20,South Carolina,48,34,Vanderbilt,http://sports.yahoo.com/ncaaf/south-carolina-gamecocks-vanderbilt-commodores-201409200072/
2014-09-20,Georgia Southern,28,6,South Alabama,http://sports.yahoo.com/ncaaf/georgia-southern-eagles-south-alabama-jaguars-201409202549/
2014-09-20,Clemson,17,23,Florida St.,http://sports.yahoo.com/ncaaf/clemson-tigers-florida-state-seminoles-201409200003/
2014-09-20,Miami (FL),31,41,Nebraska,http://sports.yahoo.com/ncaaf/miami-fl-hurricanes-nebraska-cornhuskers-201409200023/
2014-09-20,New Mexico,38,35,N. Mex. St.,http://sports.yahoo.com/ncaaf/new-mexico-lobos-new-mexico-state-aggies-201409200041/
2014-09-20,UNLV,14,47,Houston,http://sports.yahoo.com/ncaaf/unlv-rebels-houston-cougars-201409200080/
2014-09-20,California,45,49,Arizona,http://sports.yahoo.com/ncaaf/california-golden-bears-arizona-wildcats-201409200057/
2014-09-20,Southern Utah,16,56,Fresno St.,http://sports.yahoo.com/ncaaf/southern-utah-thunderbirds-fresno-state-bulldogs-201409200090/
2014-09-20,S. Diego St.,7,28,Oregon St.,http://sports.yahoo.com/ncaaf/san-diego-state-aztecs-oregon-state-beavers-201409200061/
2014-09-20,Oregon,38,31,Washington St.,http://sports.yahoo.com/ncaaf/oregon-ducks-washington-state-cougars-201409200066/
2014-09-20,La Lafayet.,9,34,Boise St.,http://sports.yahoo.com/ncaaf/louisiana-lafayette-ragin-cajuns-boise-state-broncos-201409200112/
