away.score,away.team,date,home.score,home.team,uid,url
0,Georgia St.,2014-11-22,28,Clemson,ncaaf.g.201411220001,http://sports.yahoo.com/ncaaf/georgia-state-panthers-clemson-tigers-201411220001/
17,Boston Coll.,2014-11-22,20,Florida St.,ncaaf.g.201411220003,http://sports.yahoo.com/ncaaf/boston-college-eagles-florida-state-seminoles-201411220003/
7,Syracuse,2014-11-22,30,Pittsburgh,ncaaf.g.201411220012,http://sports.yahoo.com/ncaaf/syracuse-orange-pittsburgh-panthers-201411220012/
34,Texas Tech,2014-11-22,31,Iowa St.,ncaaf.g.201411220019,http://sports.yahoo.com/ncaaf/texas-tech-red-raiders-iowa-state-cyclones-201411220019/
26,Wisconsin,2014-11-22,24,Iowa,ncaaf.g.201411220028,http://sports.yahoo.com/ncaaf/wisconsin-badgers-iowa-hawkeyes-201411220028/
23,Maryland,2014-11-22,16,Michigan,ncaaf.g.201411220029,http://sports.yahoo.com/ncaaf/maryland-terrapins-michigan-wolverines-201411220029/
0,Mississippi,2014-11-22,30,Arkansas,ncaaf.g.201411220074,http://sports.yahoo.com/ncaaf/ole-miss-rebels-arkansas-razorbacks-201411220074/
42,Arizona,2014-11-22,10,Utah,ncaaf.g.201411220094,http://sports.yahoo.com/ncaaf/arizona-wildcats-utah-utes-201411220094/
6,Tulane,2014-11-22,34,East Carolina,ncaaf.g.201411220099,http://sports.yahoo.com/ncaaf/tulane-green-wave-east-carolina-pirates-201411220099/
31,Louisville,2014-11-22,28,Notre Dame,ncaaf.g.201411220104,http://sports.yahoo.com/ncaaf/louisville-cardinals-notre-dame-fighting-irish-201411220104/
14,Florida Intl.,2014-11-22,17,North Texas,ncaaf.g.201411220182,http://sports.yahoo.com/ncaaf/fiu-golden-panthers-north-texas-mean-green-201411220182/
30,LA Monroe,2014-11-22,17,N. Mex. St.,ncaaf.g.201411220041,http://sports.yahoo.com/ncaaf/louisiana-monroe-warhawks-new-mexico-state-aggies-201411220041/
38,Stanford,2014-11-22,17,California,ncaaf.g.201411220059,http://sports.yahoo.com/ncaaf/stanford-cardinal-california-golden-bears-201411220059/
14,Western Carolina,2014-11-22,48,Alabama,ncaaf.g.201411220073,http://sports.yahoo.com/ncaaf/western-carolina-catamounts-alabama-crimson-tide-201411220073/
20,South Florida,2014-11-22,31,Memphis,ncaaf.g.201411220101,http://sports.yahoo.com/ncaaf/south-florida-bulls-memphis-tigers-201411220101/
10,Colorado,2014-11-22,44,Oregon,ncaaf.g.201411220060,http://sports.yahoo.com/ncaaf/colorado-buffaloes-oregon-ducks-201411220060/
13,Miami (FL),2014-11-22,30,Virginia,ncaaf.g.201411220008,http://sports.yahoo.com/ncaaf/miami-fl-hurricanes-virginia-cavaliers-201411220008/
7,Samford,2014-11-22,31,Auburn,ncaaf.g.201411220075,http://sports.yahoo.com/ncaaf/samford-bulldogs-auburn-tigers-201411220075/
34,Florida Atlantic,2014-11-22,35,Middle Tenn. St.,ncaaf.g.201411220152,http://sports.yahoo.com/ncaaf/florida-atlantic-owls-middle-tennessee-blue-raiders-201411220152/
29,Missouri,2014-11-22,21,Tennessee,ncaaf.g.201411220071,http://sports.yahoo.com/ncaaf/missouri-tigers-tennessee-volunteers-201411220071/
0,Vanderbilt,2014-11-22,51,Mississippi St.,ncaaf.g.201411220078,http://sports.yahoo.com/ncaaf/vanderbilt-commodores-mississippi-state-bulldogs-201411220078/
28,Oklahoma St.,2014-11-22,49,Baylor,ncaaf.g.201411220079,http://sports.yahoo.com/ncaaf/oklahoma-state-cowboys-baylor-bears-201411220079/
20,USC,2014-11-22,38,UCLA,ncaaf.g.201411220064,http://sports.yahoo.com/ncaaf/usc-trojans-ucla-bruins-201411220064/
41,Cincinnati,2014-11-22,0,Connecticut,ncaaf.g.201411220202,http://sports.yahoo.com/ncaaf/cincinnati-bearcats-connecticut-huskies-201411220202/
63,Boise St.,2014-11-22,14,Wyoming,ncaaf.g.201411220096,http://sports.yahoo.com/ncaaf/boise-state-broncos-wyoming-cowboys-201411220096/
40,Fresno St.,2014-11-22,20,Nevada,ncaaf.g.201411220039,http://sports.yahoo.com/ncaaf/fresno-state-bulldogs-nevada-wolf-pack-201411220039/
13,Oregon St.,2014-11-22,37,Washington,ncaaf.g.201411220065,http://sports.yahoo.com/ncaaf/oregon-state-beavers-washington-huskies-201411220065/
35,UNLV,2014-11-22,37,Hawaii,ncaaf.g.201411220091,http://sports.yahoo.com/ncaaf/unlv-rebels-hawaii-rainbow-warriors-201411220091/
