away.score,away.team,date,home.score,home.team,uid,url
52,Arkansas St.,2014-10-11,10,Georgia St.,ncaaf.g.201410112558,http://sports.yahoo.com/ncaaf/arkansas-state-red-wolves-georgia-state-panthers-201410112558/
42,W. Michigan,2014-10-11,38,Ball St.,ncaaf.g.201410110048,http://sports.yahoo.com/ncaaf/western-michigan-broncos-ball-state-cardinals-201410110048/
24,N. Mex. St.,2014-10-11,41,Troy,ncaaf.g.201410110222,http://sports.yahoo.com/ncaaf/new-mexico-state-aggies-troy-trojans-201410110222/
17,Louisville,2014-10-11,23,Clemson,ncaaf.g.201410110001,http://sports.yahoo.com/ncaaf/louisville-cardinals-clemson-tigers-201410110001/
30,Boston Coll.,2014-10-11,14,N.C. State,ncaaf.g.201410110007,http://sports.yahoo.com/ncaaf/boston-college-eagles-north-carolina-state-wolfpack-201410110007/
30,Toledo,2014-10-11,37,Iowa St.,ncaaf.g.201410110019,http://sports.yahoo.com/ncaaf/toledo-rockets-iowa-state-cyclones-201410110019/
45,Michigan St.,2014-10-11,31,Purdue,ncaaf.g.201410110035,http://sports.yahoo.com/ncaaf/michigan-state-spartans-purdue-boilermakers-201410110035/
42,Oregon,2014-10-11,30,UCLA,ncaaf.g.201410110064,http://sports.yahoo.com/ncaaf/oregon-ducks-ucla-bruins-201410110064/
23,Auburn,2014-10-11,38,Mississippi St.,ncaaf.g.201410110078,http://sports.yahoo.com/ncaaf/auburn-tigers-mississippi-state-bulldogs-201410110078/
58,TCU,2014-10-11,61,Baylor,ncaaf.g.201410110079,http://sports.yahoo.com/ncaaf/tcu-horned-frogs-baylor-bears-201410110079/
14,Virginia Military,2014-10-11,51,Navy,ncaaf.g.201410110102,http://sports.yahoo.com/ncaaf/vmi-keydets-navy-midshipmen-201410110102/
43,N. Carolina,2014-10-11,50,Notre Dame,ncaaf.g.201410110104,http://sports.yahoo.com/ncaaf/north-carolina-tar-heels-notre-dame-fighting-irish-201410110104/
55,Liberty,2014-10-11,48,Appalachian St.,ncaaf.g.201410110171,http://sports.yahoo.com/ncaaf/liberty-flames-appalachian-state-mountaineers-201410110171/
21,North Texas,2014-10-11,56,UAB,ncaaf.g.201410110207,http://sports.yahoo.com/ncaaf/north-texas-mean-green-uab-blazers-201410110207/
27,Oklahoma St.,2014-10-11,20,Kansas,ncaaf.g.201410110020,http://sports.yahoo.com/ncaaf/oklahoma-state-cowboys-kansas-jayhawks-201410110020/
10,Chattanooga,2014-10-11,45,Tennessee,ncaaf.g.201410110071,http://sports.yahoo.com/ncaaf/chattanooga-mocs-tennessee-volunteers-201410110071/
34,Cent. Michigan,2014-10-11,17,Northern Illinois,ncaaf.g.201410110042,http://sports.yahoo.com/ncaaf/central-michigan-chippewas-northern-illinois-huskies-201410110042/
31,Washington,2014-10-11,7,California,ncaaf.g.201410110059,http://sports.yahoo.com/ncaaf/washington-huskies-california-golden-bears-201410110059/
14,Alabama,2014-10-11,13,Arkansas,ncaaf.g.201410110074,http://sports.yahoo.com/ncaaf/alabama-crimson-tide-arkansas-razorbacks-201410110074/
24,Idaho,2014-10-11,47,Georgia Southern,ncaaf.g.201410110175,http://sports.yahoo.com/ncaaf/idaho-vandals-georgia-southern-eagles-201410110175/
13,Penn St.,2014-10-11,18,Michigan,ncaaf.g.201410110029,http://sports.yahoo.com/ncaaf/penn-state-nittany-lions-michigan-wolverines-201410110029/
28,Houston,2014-10-11,24,Memphis,ncaaf.g.201410110101,http://sports.yahoo.com/ncaaf/houston-cougars-memphis-tigers-201410110101/
28,East Carolina,2014-10-11,17,South Florida,ncaaf.g.201410111019,http://sports.yahoo.com/ncaaf/east-carolina-pirates-south-florida-bulls-201410111019/
13,Florida Intl.,2014-10-11,16,UTSA,ncaaf.g.201410112560,http://sports.yahoo.com/ncaaf/fiu-golden-panthers-utsa-roadrunners-201410112560/
30,LSU,2014-10-11,27,Florida,ncaaf.g.201410110067,http://sports.yahoo.com/ncaaf/lsu-tigers-florida-gators-201410110067/
20,Charleston Sou.,2014-10-11,21,Vanderbilt,ncaaf.g.201410110072,http://sports.yahoo.com/ncaaf/charleston-southern-buccaneers-vanderbilt-commodores-201410110072/
35,Old Dominion,2014-10-11,42,UTEP,ncaaf.g.201410110095,http://sports.yahoo.com/ncaaf/old-dominion-monarchs-utep-miners-201410110095/
3,Connecticut,2014-10-11,12,Tulane,ncaaf.g.201410110106,http://sports.yahoo.com/ncaaf/connecticut-huskies-tulane-green-wave-201410110106/
35,Mississippi,2014-10-11,20,Texas A&M,ncaaf.g.201410110084,http://sports.yahoo.com/ncaaf/ole-miss-rebels-texas-am-aggies-201410110084/
16,Air Force,2014-10-11,34,Utah St.,ncaaf.g.201410110046,http://sports.yahoo.com/ncaaf/air-force-falcons-utah-state-aggies-201410110046/
31,Colorado St.,2014-10-11,24,Nevada,ncaaf.g.201410110039,http://sports.yahoo.com/ncaaf/colorado-state-rams-nevada-wolf-pack-201410110039/
28,USC,2014-10-11,26,Arizona,ncaaf.g.201410110057,http://sports.yahoo.com/ncaaf/usc-trojans-arizona-wildcats-201410110057/
28,Wyoming,2014-10-11,38,Hawaii,ncaaf.g.201410110091,http://sports.yahoo.com/ncaaf/wyoming-cowboys-hawaii-rainbow-warriors-201410110091/
